Crawlers: 1 	 time: 152.31093430519104
Crawlers: 2 	 time: 104.6297857761383
Crawlers: 3 	 time: 87.45744824409485
Crawlers: 4 	 time: 93.6922128200531
Crawlers: 5 	 time: 103.8429000377655
Crawlers: 6 	 time: 81.59179878234863
Crawlers: 7 	 time: 75.54317951202393
Crawlers: 8 	 time: 96.27330780029297
Crawlers: 9 	 time: 142.90497016906738
